,Account length,International plan,Voice mail plan,Number vmail messages,Total day charge,Total eve charge,Total night charge,Total intl charge,Customer service calls,Churn
1904,174,0,1,33,28.53,17.45,5.85,3.92,4,1
1905,61,0,0,0,33.61,12.94,9.95,1.89,2,0
1906,91,0,1,39,28.87,5.54,6.5,2.94,1,0
1907,88,0,1,28,32.4,20.17,9.52,2.65,2,0
1908,88,0,1,45,13.65,13.03,13.91,3.46,2,0
1909,195,0,1,36,39.39,19.13,9.08,3.27,0,0
1910,182,0,0,0,11.75,19.58,11.55,1.76,0,0
1911,118,0,0,0,32.1,18.48,9.9,2.21,4,0
1912,103,0,0,0,25.6,14.37,9.95,2.81,8,1
1913,65,0,0,0,32.64,11.86,8.43,1.49,2,0
1914,61,0,1,25,27.83,9.62,6.03,2.67,3,0
1915,172,0,0,0,35.99,16.89,13.58,1.76,1,0
1916,72,0,0,0,29.84,11.25,10.93,3.19,1,0
1917,113,0,0,0,25.52,17.01,12.0,2.97,2,0
1918,177,0,0,0,32.22,14.99,10.17,3.83,1,0
1919,100,0,0,0,12.04,18.33,10.39,2.57,6,1
1920,67,0,0,0,36.64,16.21,9.65,2.32,1,0
1921,136,0,0,0,17.29,17.24,6.13,2.54,3,0
1922,71,0,0,0,43.93,10.78,8.21,2.62,4,0
1923,134,0,0,0,41.21,13.0,14.32,3.19,1,0
1924,124,0,0,0,22.41,24.17,13.75,3.05,1,0
1925,84,0,0,0,32.33,16.8,11.14,2.65,2,0
1926,39,0,0,0,26.2,17.36,8.83,2.65,2,0
1927,110,0,0,0,31.96,7.69,6.76,4.13,3,0
1928,102,0,0,0,17.53,23.38,6.35,3.02,1,0
1929,70,0,0,0,29.82,13.56,11.73,3.13,0,0
1930,142,0,0,0,24.72,17.77,9.63,2.94,1,0
1931,81,1,0,0,42.6,15.97,5.41,2.11,1,0
1932,17,0,0,0,27.46,18.21,14.18,2.32,1,0
1933,119,0,0,0,44.22,21.8,10.31,2.7,1,1
1934,105,0,0,0,47.82,25.63,9.13,2.35,0,1
1935,108,1,1,42,22.12,14.2,11.01,3.67,3,1
1936,90,0,0,0,17.34,9.63,8.49,3.08,2,0
1937,100,0,1,33,37.18,13.18,4.46,3.27,1,0
1938,155,0,1,30,21.85,16.01,11.45,1.84,1,0
1939,113,0,0,0,21.88,19.3,8.01,2.48,2,1
1940,123,0,0,0,29.27,13.82,11.26,2.35,1,0
1941,145,0,0,0,33.86,10.71,13.01,2.05,1,0
1942,42,0,0,0,31.37,17.04,12.56,2.38,2,0
1943,125,0,0,0,28.66,14.93,10.95,2.94,0,0
1944,131,0,1,30,29.58,17.45,9.82,1.81,1,0
1945,107,0,0,0,39.17,21.88,4.83,2.3,1,0
1946,48,0,0,0,33.69,17.24,6.59,1.38,1,0
1947,76,0,0,0,31.64,17.99,10.38,2.16,0,0
1948,128,0,0,0,25.25,20.66,11.48,1.84,1,0
1949,73,0,0,0,26.71,22.85,8.17,2.7,0,0
1950,52,0,0,0,26.35,11.34,7.92,1.89,4,1
1951,126,1,1,26,21.98,15.0,6.95,2.59,1,0
1952,124,0,0,0,32.05,15.47,9.82,1.65,1,0
1953,137,0,0,0,35.5,19.15,9.97,3.0,0,0
1954,71,0,0,0,40.46,23.67,8.69,3.19,0,1
1955,139,0,0,0,35.89,17.59,8.73,1.51,0,0
1956,107,0,1,30,33.81,17.6,7.19,3.4,3,0
1957,147,0,0,0,36.18,17.35,7.03,2.75,1,0
1958,116,0,0,0,23.36,10.2,5.86,3.35,3,0
1959,60,0,1,31,32.61,22.76,9.02,3.46,2,0
1960,38,0,0,0,25.33,4.18,7.35,3.75,0,0
1961,63,0,0,0,19.91,21.22,7.3,3.0,3,0
1962,94,0,0,0,18.36,20.56,11.34,2.81,3,0
1963,131,0,0,0,19.18,16.95,6.42,2.73,0,0
1964,158,0,0,0,29.9,16.01,8.47,2.97,1,0
1965,139,0,0,0,40.22,14.44,9.55,3.0,1,1
1966,77,0,0,0,28.8,15.72,10.54,0.54,1,0
1967,140,0,0,0,22.03,20.93,7.74,2.54,3,0
1968,72,0,0,0,30.11,15.7,7.83,2.16,1,0
1969,52,0,1,20,22.66,15.65,12.28,3.65,1,0
1970,103,0,0,0,28.53,18.1,9.37,3.51,5,0
1971,74,0,1,32,29.68,26.4,10.56,2.43,1,0
1972,124,0,0,0,25.55,21.75,6.15,3.38,2,0
1973,85,0,1,21,48.14,20.37,6.73,1.7,5,0
1974,113,0,1,20,26.83,13.73,12.22,2.35,5,1
1975,71,0,0,0,24.0,12.67,7.71,1.89,2,0
1976,177,0,1,27,39.13,16.67,9.69,2.81,1,0
1977,49,1,0,0,40.43,17.76,7.55,4.21,2,1
1978,106,1,0,0,34.68,14.32,7.38,3.59,3,1
1979,60,0,0,0,37.59,15.18,9.12,2.0,1,0
1980,43,0,0,0,30.12,12.12,14.13,3.43,4,0
1981,66,0,0,0,20.06,21.09,9.65,1.43,1,0
1982,125,0,0,0,27.85,21.73,8.68,4.24,0,0
1983,114,0,1,4,24.02,19.58,10.07,2.54,3,0
1984,112,0,0,0,46.33,19.22,7.16,4.43,3,1
1985,101,0,1,16,20.21,19.41,8.1,2.21,2,0
1987,59,0,0,0,27.12,14.21,6.24,2.75,0,0
1988,59,0,0,0,25.53,15.78,9.56,3.27,1,0
1990,99,0,0,0,23.92,17.93,10.35,3.35,2,0
1991,150,0,0,0,28.76,18.43,8.07,3.4,1,0
1992,81,0,0,0,37.54,12.62,8.28,2.05,2,0
1993,86,0,0,0,36.77,22.64,9.63,1.22,0,0
1994,84,0,0,0,28.82,13.4,4.42,2.86,0,0
1995,118,0,1,35,43.57,21.94,9.7,3.16,1,0
1996,89,0,0,0,30.55,25.48,8.34,2.05,1,0
1997,93,0,0,0,45.22,11.06,7.46,3.54,3,0
1998,85,0,0,0,16.44,16.47,7.73,2.62,2,0
1999,160,0,0,0,14.06,16.54,7.15,2.94,0,0
2000,28,0,0,0,28.59,13.74,8.66,2.73,3,0
2002,156,0,0,0,29.63,15.86,11.62,3.48,3,0
2003,33,1,0,0,32.4,13.74,8.55,3.51,1,0
2004,77,0,0,0,29.84,17.43,11.03,4.81,4,0
2005,119,0,0,0,22.68,17.39,8.86,3.0,1,0
2006,91,0,1,27,34.78,11.56,9.47,1.78,3,0
2007,102,0,0,0,41.17,19.82,8.48,1.67,3,0
2008,86,0,1,33,43.03,17.86,4.27,3.21,3,0
2009,82,0,0,0,22.1,15.75,8.04,2.24,0,0
2010,89,0,0,0,18.0,16.12,7.69,3.43,0,0
2011,86,0,0,0,33.01,16.47,8.64,2.51,3,0
2012,134,0,0,0,31.25,10.5,7.23,1.65,1,0
2013,92,0,0,0,33.41,16.15,7.34,2.92,2,0
2014,87,0,0,0,31.37,14.62,8.25,3.7,3,0
2015,64,0,0,0,44.52,12.59,6.53,3.73,0,0
2016,80,0,0,0,34.41,22.12,7.98,2.48,3,0
2017,165,0,1,39,28.46,14.68,8.67,2.57,3,0
2018,153,0,1,22,28.51,20.98,9.18,2.03,1,0
2019,41,0,1,30,32.59,16.41,6.72,3.0,1,0
2020,108,0,0,0,40.83,19.58,9.76,1.4,2,0
2021,104,0,1,26,32.15,15.15,8.97,3.0,1,0
2022,115,0,0,0,21.71,15.55,7.78,2.86,1,0
2023,87,0,0,0,34.88,8.46,8.53,3.62,1,0
2024,159,0,1,23,26.11,18.44,7.26,3.4,2,0
2025,119,0,0,0,26.27,16.46,8.14,3.62,2,0
2026,69,0,0,0,26.13,16.49,11.52,3.81,1,0
2027,87,1,1,36,29.1,15.79,10.24,2.92,1,0
2028,93,0,0,0,55.78,12.89,13.66,2.35,1,1
2029,154,1,0,0,24.8,17.7,8.14,3.89,0,1
2030,57,0,1,37,34.2,23.81,6.94,3.19,1,0
2031,130,0,0,0,23.65,20.91,9.32,3.08,5,0
2032,151,0,0,0,20.21,23.66,8.77,3.56,2,0
2033,162,0,0,0,36.99,23.72,11.28,2.81,2,1
2034,60,0,0,0,24.65,17.77,14.78,3.94,1,0
2035,81,0,0,0,34.6,24.62,9.58,2.35,3,0
2036,132,0,0,0,40.82,15.33,6.0,2.16,3,0
2037,86,0,0,0,14.25,20.42,7.14,1.81,1,0
2038,136,0,0,0,45.87,19.45,11.59,2.73,1,1
2039,121,0,1,21,21.47,17.82,8.66,2.86,1,0
2040,105,0,1,15,14.98,14.95,12.15,2.62,2,0
2041,105,0,1,34,37.15,16.72,6.8,2.67,2,0
2042,51,0,1,26,40.26,22.39,8.15,3.02,1,0
2043,64,0,0,0,21.1,16.39,7.33,1.73,3,0
2044,80,1,1,30,31.31,14.24,9.58,2.7,0,0
2045,56,0,0,0,37.86,23.55,4.58,3.67,4,0
2046,120,0,0,0,25.36,16.46,11.2,3.0,1,0
2047,103,0,0,0,35.11,15.32,9.93,3.29,3,0
2048,164,0,1,27,27.15,14.35,10.98,2.59,3,0
2049,116,0,1,27,34.8,17.8,9.58,1.89,2,0
2050,121,0,0,0,36.24,10.26,11.0,2.03,1,0
2051,55,1,0,0,45.83,14.59,9.86,2.21,1,0
2052,183,0,0,0,19.84,18.17,9.64,2.62,2,0
2053,104,0,0,0,44.78,20.02,4.59,3.51,0,0
2054,90,0,0,0,23.83,18.18,5.4,1.92,1,0
2055,82,0,0,0,33.61,10.85,6.39,3.65,1,0
2056,101,0,0,0,23.15,18.78,8.86,3.59,3,0
2057,9,0,1,16,15.05,15.2,10.29,3.11,2,0
2058,97,0,0,0,36.6,20.6,12.59,3.27,0,0
2059,94,0,0,0,45.76,16.47,11.59,2.4,3,1
2060,127,0,1,25,34.65,22.7,10.13,1.97,0,0
2061,125,0,1,34,45.63,18.89,5.29,2.78,0,0
2062,140,0,0,0,27.05,22.93,9.92,2.78,1,0
2063,90,0,0,0,19.45,10.85,11.39,2.73,2,0
2064,67,0,0,0,23.61,17.76,10.46,2.48,2,0
2065,113,0,0,0,31.62,20.18,6.66,3.29,1,0
2066,121,0,1,26,28.97,21.63,9.88,4.08,0,0
2067,93,0,0,0,27.97,19.63,6.75,2.67,4,0
2068,121,0,0,0,28.66,14.33,4.29,3.32,1,0
2069,53,0,0,0,44.4,21.32,7.92,2.65,0,1
2070,75,0,0,0,32.39,15.16,7.31,3.54,1,0
2071,132,0,0,0,30.79,26.72,11.1,1.13,2,0
2072,162,0,0,0,30.11,9.75,6.91,1.76,3,0
2073,140,0,0,0,27.29,20.44,10.51,3.05,1,0
2074,91,0,0,0,22.9,25.1,8.8,1.78,2,0
2075,73,0,1,28,33.69,11.82,8.96,2.38,2,0
2076,95,1,0,0,38.91,21.73,9.36,2.73,4,1
2077,145,0,0,0,41.09,11.54,12.49,3.54,0,0
2078,100,0,0,0,22.29,14.98,4.04,1.16,1,0
2079,122,0,0,0,39.8,17.02,10.68,3.54,2,0
2080,109,0,0,0,34.02,25.58,10.62,3.21,0,0
2081,82,0,0,0,26.18,8.02,12.94,2.73,1,0
2082,65,0,1,23,38.11,16.12,10.03,2.65,0,0
2083,52,0,0,0,25.21,15.44,7.0,2.24,3,0
2084,136,0,1,24,29.68,15.01,9.65,2.38,2,0
2085,75,0,0,0,23.55,13.02,9.7,3.0,1,0
2086,146,0,0,0,18.53,22.59,10.27,3.4,1,0
2087,105,0,0,0,27.59,18.06,9.66,3.0,4,0
2088,48,0,0,0,35.84,16.12,7.09,4.43,2,0
2089,45,0,0,0,24.21,27.09,10.08,3.0,1,0
2090,106,0,1,37,38.0,19.98,6.3,2.86,2,0
2091,33,0,0,0,31.03,19.73,6.71,2.03,2,0
2092,68,0,0,0,37.33,11.99,9.26,2.92,2,0
2093,106,0,0,0,32.91,20.25,7.94,3.48,0,0
2094,141,0,0,0,32.71,13.34,7.91,2.97,0,0
2095,98,0,0,0,40.15,16.1,6.91,3.59,0,0
2096,94,0,1,28,39.64,9.63,5.31,4.35,0,0
2097,65,0,0,0,27.0,16.02,8.52,2.65,2,0
2098,85,0,0,0,21.44,23.35,8.3,2.65,1,0
2099,71,0,0,0,49.37,21.58,11.85,2.73,3,1
2100,112,0,1,30,10.3,14.1,5.98,3.59,0,0
2101,110,0,0,0,25.23,16.47,9.27,1.86,0,0
2102,111,0,0,0,41.91,18.39,8.08,3.43,2,0
2103,74,0,0,0,50.68,17.11,9.66,2.62,2,1
2104,105,0,0,0,20.28,15.73,7.07,2.94,2,0
2105,40,0,0,0,41.23,19.8,6.93,2.59,0,0
2106,128,1,1,18,37.76,13.65,9.85,3.67,0,1
2107,123,0,0,0,40.15,23.28,10.22,2.73,2,1
2108,122,0,0,0,24.51,18.04,7.62,2.57,0,0
2109,114,0,1,19,26.28,20.54,7.2,3.4,3,0
2110,102,0,1,25,23.36,15.02,8.47,2.75,2,0
2111,126,0,0,0,17.63,10.8,14.82,3.89,0,0
2112,150,0,0,0,23.22,17.8,7.25,3.29,4,1
2113,60,0,0,0,49.27,21.73,10.93,3.16,2,1
2114,123,0,0,0,44.35,14.32,8.02,3.59,3,0
2115,138,1,0,0,33.35,15.0,10.46,4.1,0,1
2116,29,0,0,0,33.25,10.74,6.69,3.83,1,0
2117,111,0,0,0,37.77,13.81,8.32,3.21,4,0
2118,37,1,0,0,29.39,15.56,10.19,2.65,0,1
2119,111,0,0,0,42.47,20.6,10.43,3.13,0,1
2120,81,0,0,0,26.27,18.38,10.34,3.7,1,0
2121,46,0,0,0,15.37,23.48,6.59,3.43,1,0
2122,69,0,1,27,45.7,20.96,12.24,4.43,0,0
2123,125,0,0,0,18.04,13.4,8.66,2.19,1,0
2124,43,0,0,0,4.59,13.68,12.58,2.89,3,0
2125,127,0,1,27,23.82,18.99,11.61,1.03,1,0
2126,94,0,0,0,41.65,15.33,11.83,2.62,1,0
2127,46,0,0,0,33.44,17.5,9.75,3.02,3,0
2128,73,0,1,26,22.3,9.05,9.98,2.75,2,0
2129,146,0,1,23,25.43,20.38,13.21,2.0,2,0
2130,93,0,0,0,40.77,21.4,7.59,2.94,1,0
2131,52,0,1,31,24.16,16.41,11.4,2.97,1,0
2132,202,0,0,0,19.62,15.19,8.36,1.62,3,0
2133,129,0,1,31,32.81,19.11,8.89,2.78,2,0
2134,94,0,0,0,35.04,19.09,11.55,3.51,1,0
2135,100,0,0,0,27.25,18.81,6.77,3.02,0,0
2136,43,0,0,0,33.98,24.51,8.13,3.05,1,0
2137,130,0,0,0,36.23,17.53,7.35,2.4,0,0
2138,124,0,0,0,30.31,19.98,10.79,2.94,3,0
2139,92,1,0,0,42.89,17.6,12.81,3.24,3,1
2140,48,0,0,0,33.61,11.62,11.0,3.56,4,0
2141,98,0,1,29,18.89,18.52,11.16,1.78,2,0
2142,100,0,0,0,16.41,17.87,6.59,3.38,1,1
2143,79,0,0,0,26.67,10.39,8.51,3.05,3,0
2144,164,0,0,0,20.96,14.45,7.47,3.43,1,0
2145,105,0,0,0,32.93,15.57,13.22,2.92,1,0
2146,89,1,0,0,35.17,14.25,7.01,2.94,0,0
2147,126,0,0,0,42.47,22.26,7.51,3.43,3,1
2148,96,0,0,0,24.48,19.1,10.25,2.7,1,0
2149,120,0,1,33,50.92,13.89,6.6,3.13,0,0
2150,212,0,0,0,38.42,25.89,8.15,3.4,2,1
2151,72,0,0,0,23.39,12.2,12.32,2.59,2,0
2152,155,1,1,26,35.99,11.83,6.6,3.0,1,0
2153,89,0,0,0,15.25,15.28,6.56,2.57,2,0
2154,126,1,0,0,33.59,20.95,12.84,3.38,2,0
2155,172,0,0,0,45.9,21.81,7.58,3.24,2,1
2156,75,0,0,0,38.2,16.32,9.55,3.05,3,0
2157,143,0,0,0,33.03,10.51,10.33,2.75,2,0
2158,166,1,0,0,8.11,22.47,10.58,3.56,0,1
2159,132,0,0,0,32.32,15.49,12.59,3.51,1,0
2160,94,1,0,0,15.22,28.89,7.78,2.13,1,1
2161,99,0,0,0,31.04,13.13,8.82,3.27,0,0
2162,136,0,1,35,34.94,25.37,9.64,1.86,1,0
2163,119,0,0,0,39.36,22.69,9.49,2.0,1,0
2164,115,1,0,0,42.72,21.46,5.32,2.67,3,1
2165,160,0,0,0,29.1,20.7,8.02,3.51,2,0
2166,166,0,0,0,33.64,21.34,6.22,3.02,2,0
2167,120,0,0,0,22.92,17.35,10.73,1.81,1,0
2168,173,0,0,0,32.54,14.32,4.92,2.78,1,0
2169,156,0,0,0,29.67,16.78,10.73,2.86,0,0
2170,70,0,0,0,30.16,19.23,11.43,2.94,0,0
2171,41,0,0,0,30.96,17.98,9.33,1.84,1,0
2172,132,0,0,0,37.81,14.06,9.38,3.02,0,0
2173,47,1,0,0,8.13,15.21,6.87,3.59,0,1
2174,160,0,0,0,20.71,7.59,6.78,2.78,1,0
2175,180,0,0,0,24.4,16.09,7.87,2.38,3,0
2176,93,0,0,0,28.03,17.88,10.32,2.11,2,0
2177,109,0,0,0,32.91,12.64,12.71,3.54,2,0
2178,80,0,0,0,17.19,22.37,6.2,1.97,0,0
2179,54,0,1,24,15.69,16.41,4.47,3.13,2,0
2180,121,0,0,0,28.71,10.53,11.98,0.78,2,0
2181,157,0,1,29,37.26,17.51,8.66,4.05,1,0
2182,170,0,1,37,30.28,20.64,10.93,3.51,0,0
2183,138,0,0,0,24.91,24.18,7.92,3.78,3,0
2184,92,0,1,31,29.29,22.63,10.27,3.19,1,0
2185,126,0,0,0,32.45,12.72,8.61,3.51,1,0
2186,41,0,0,0,39.46,27.8,10.19,2.94,3,1
2187,167,0,0,0,28.76,14.73,9.74,3.35,4,1
2188,91,0,0,0,21.05,27.12,10.69,1.97,2,0
2189,127,0,0,0,16.32,15.05,7.3,2.62,3,0
2190,88,0,1,27,15.88,21.42,8.5,2.94,1,0
2191,113,0,0,0,15.4,14.5,6.18,1.46,1,0
2192,78,0,0,0,25.99,21.81,7.81,1.43,2,0
2193,123,0,0,0,43.84,17.99,8.52,2.54,2,0
2194,136,1,1,29,14.48,19.58,10.96,2.43,2,0
2195,68,0,1,34,27.2,15.68,9.37,1.65,1,0
2196,132,0,1,10,31.09,24.85,6.4,3.11,0,0
2197,133,0,0,0,36.75,18.89,8.64,0.84,2,0
2198,127,0,0,0,44.49,15.45,4.54,0.89,0,0
2199,110,0,0,0,41.0,14.82,11.04,2.3,2,0
2200,121,0,0,0,30.12,10.5,9.59,2.27,1,0
2201,116,0,0,0,15.22,15.37,8.69,3.78,2,0
2202,112,1,1,16,34.05,16.81,6.8,2.81,1,0
2203,97,1,0,0,24.65,25.02,10.79,2.97,4,1
2204,43,0,0,0,27.12,10.17,7.83,1.84,2,0
2205,110,0,0,0,25.81,11.73,10.51,3.02,3,0
2206,67,0,0,0,29.95,20.06,6.86,2.86,1,0
2207,166,0,0,0,25.86,10.29,8.91,2.65,0,0
2208,129,0,0,0,27.42,18.75,10.11,2.59,1,0
2209,103,1,0,0,29.19,12.28,7.11,1.84,3,0
2210,71,0,0,0,47.41,16.17,11.48,3.16,0,1
2211,112,0,1,27,36.21,19.23,8.54,3.0,4,0
2213,98,0,0,0,36.92,25.79,8.87,3.35,0,1
2214,90,0,0,0,29.9,24.24,6.79,3.51,1,0
2215,13,0,0,0,51.54,14.49,10.24,3.11,0,1
2216,58,0,0,0,40.61,15.91,8.15,3.19,2,0
2217,137,0,1,22,32.23,15.22,8.08,3.08,2,0
2218,116,0,0,0,22.66,21.06,9.86,3.05,5,1
2219,94,0,1,28,15.76,10.86,10.15,2.67,3,0
2220,87,0,0,0,30.12,21.16,9.04,2.32,3,0
2221,120,0,0,0,31.37,17.77,7.64,2.75,2,0
2222,97,0,1,24,29.94,13.55,12.11,3.27,0,0
2223,134,0,0,0,34.8,12.16,7.46,2.97,6,0
2224,68,0,0,0,24.41,11.42,9.7,4.19,2,0
2225,93,0,0,0,30.48,16.05,11.39,3.27,1,0
2226,120,0,0,0,23.34,18.04,6.87,2.84,1,0
2227,41,0,0,0,40.43,19.0,9.78,2.75,2,0
2228,80,0,0,0,34.63,18.39,6.94,2.05,2,0
2229,83,0,1,25,32.52,21.31,11.22,4.75,2,0
2230,109,1,0,0,35.55,17.43,5.37,2.11,2,0
2231,66,0,1,33,15.1,9.32,7.77,1.92,3,0
2232,104,0,0,0,16.52,13.23,11.77,3.35,0,0
2233,89,0,0,0,23.44,16.37,11.51,2.97,1,0
2234,127,0,0,0,38.13,15.78,7.17,2.7,2,0
2235,117,0,1,13,35.29,12.98,10.48,2.62,1,0
2236,128,0,0,0,45.58,10.24,9.94,3.89,2,0
2237,88,0,0,0,28.34,15.24,10.92,1.84,4,1
2238,61,0,0,0,45.41,15.33,10.38,4.67,1,1
2239,22,0,0,0,30.91,16.88,9.3,2.51,2,0
2240,78,0,0,0,25.01,16.97,7.23,3.7,0,0
2241,56,0,1,29,6.41,12.25,10.2,1.32,1,0
2242,192,0,0,0,31.45,19.12,9.56,3.08,2,0
2243,70,0,0,0,26.59,14.54,8.82,2.32,2,0
2244,148,0,0,0,40.68,16.63,10.47,2.94,1,0
2245,65,0,1,29,36.64,13.76,5.77,2.38,2,0
2246,119,0,0,0,22.93,17.98,8.48,3.05,1,0
2247,80,0,0,0,33.12,17.84,8.73,3.46,0,0
2248,152,0,1,20,40.65,17.77,12.07,3.59,5,0
2249,113,0,0,0,15.74,15.1,7.19,3.89,3,0
2250,75,0,0,0,35.6,17.98,13.1,1.94,1,0
2251,80,0,0,0,33.59,13.98,4.23,1.73,1,0
2252,148,0,0,0,2.99,13.74,9.14,2.86,1,0
2253,63,1,0,0,10.69,17.25,11.66,2.4,1,0
2254,97,0,1,28,34.39,5.88,11.59,1.81,1,0
2255,166,0,0,0,23.14,15.42,5.91,3.05,0,0
2256,94,0,0,0,35.19,14.23,10.72,0.7,1,0
2257,85,0,1,33,35.34,19.85,9.96,3.65,1,0
2258,80,1,0,0,47.01,16.63,9.46,1.94,1,1
2259,210,0,1,31,53.35,12.55,8.67,2.73,3,0
2260,88,1,1,25,49.05,17.29,10.28,3.51,1,0
2261,100,0,0,0,35.85,27.99,5.72,2.54,4,0
2262,154,0,1,35,11.03,15.65,6.82,3.94,1,0
2263,32,0,1,26,41.4,20.13,7.8,2.43,1,0
2264,18,0,0,0,33.49,17.31,9.09,2.35,3,0
2265,126,0,1,31,47.26,21.52,10.04,2.35,0,0
2266,144,0,1,37,37.38,18.88,5.33,2.7,1,0
2267,29,0,0,0,53.24,18.39,9.83,3.46,2,1
2268,86,0,1,16,24.77,16.24,9.7,3.05,0,0
2270,146,0,0,0,33.3,19.43,13.66,3.29,3,0
2271,175,0,0,0,22.44,19.65,14.1,2.35,1,0
2272,74,0,0,0,21.08,22.28,12.07,3.16,2,0
2273,48,0,0,0,29.22,13.52,6.28,2.05,2,0
2274,74,0,1,31,42.4,17.81,8.13,2.67,4,0
2275,105,1,0,0,38.83,12.33,11.04,2.08,0,0
2276,157,0,0,0,28.66,17.43,7.91,1.59,3,0
2277,217,0,0,0,21.03,21.12,12.13,3.59,0,0
2278,68,0,0,0,30.38,21.45,11.51,2.27,1,0
2279,80,0,0,0,19.24,15.77,10.68,2.57,1,0
2280,38,0,1,25,24.21,26.66,5.7,3.62,2,0
2281,107,0,1,38,34.71,17.5,12.89,2.24,0,0
2282,140,0,0,0,25.45,18.06,11.07,3.4,3,0
2283,98,0,0,0,38.61,10.24,5.27,1.27,5,1
2284,114,0,0,0,26.4,14.44,9.32,3.4,2,0
2285,46,0,0,0,26.59,15.77,10.2,3.19,1,0
2286,118,0,1,42,25.28,14.22,12.18,2.81,0,0
2287,37,0,0,0,46.19,13.18,8.98,1.78,3,0
2289,98,1,1,23,41.74,24.88,8.28,2.92,1,0
2290,113,0,0,0,41.7,22.09,9.19,2.89,3,1
2291,69,0,0,0,33.34,20.13,8.2,3.21,0,0
2292,121,0,0,0,22.8,16.58,7.18,2.84,2,0
2293,59,1,1,31,38.25,16.26,10.2,2.46,1,0
2294,59,0,0,0,32.25,9.85,9.93,2.0,0,0
2295,190,0,0,0,24.29,15.12,5.1,1.78,0,0
2296,109,0,0,0,29.85,20.23,8.93,2.75,1,0
2297,136,0,0,0,15.71,18.62,9.57,3.48,2,0
2298,86,0,0,0,15.78,13.57,6.69,2.38,1,0
2299,100,0,1,27,37.69,20.07,8.67,2.16,0,0
2300,106,0,0,0,27.13,23.53,10.06,2.38,0,0
2301,104,0,0,0,24.57,15.34,10.17,4.59,2,0
2302,129,0,0,0,27.05,17.21,10.49,3.11,2,0
2303,205,0,0,0,8.48,12.81,8.47,2.73,2,0
2304,93,0,1,32,19.87,19.75,5.75,2.97,0,0
2305,123,0,0,0,25.5,7.63,14.67,3.0,3,0
2306,99,0,0,0,43.25,13.54,11.9,1.62,1,0
2307,61,0,1,33,46.02,17.06,9.08,2.94,3,0
2308,71,0,0,0,35.19,14.77,8.03,3.27,1,0
2309,4,1,0,0,24.7,25.82,9.27,2.4,0,0
2310,148,0,1,25,39.22,19.87,9.71,3.65,3,0
2311,141,0,0,0,25.76,20.59,13.69,2.92,1,0
2312,56,0,0,0,24.84,16.68,13.95,2.48,0,0
2313,160,0,0,0,43.52,15.93,5.36,3.11,3,0
2314,43,0,1,35,34.03,20.77,9.32,3.13,3,0
2315,42,0,0,0,25.62,20.97,4.67,1.89,2,0
2316,135,1,0,0,31.62,5.61,9.59,3.48,1,0
2317,106,0,0,0,36.19,15.9,5.76,1.7,3,0
2318,106,0,0,0,33.12,18.14,8.59,3.11,0,0
2319,83,0,1,30,46.33,21.51,8.14,2.35,3,0
2320,110,0,0,0,22.97,17.44,7.48,3.16,1,0
2322,109,0,1,35,39.19,22.59,12.14,2.86,5,0
2323,31,0,0,0,28.12,17.31,9.08,2.21,1,0
2324,124,0,0,0,24.36,19.61,9.64,2.11,4,1
2325,110,0,0,0,46.09,20.15,10.8,2.65,2,1
2326,124,0,0,0,43.1,10.02,11.18,3.78,0,0
2327,82,0,0,0,28.41,11.2,8.43,2.54,6,1
2328,122,0,0,0,28.61,7.45,11.12,2.27,1,0
2329,137,0,0,0,17.8,21.23,8.65,2.4,1,0
2330,69,0,0,0,23.02,20.24,8.8,2.86,1,0
2332,103,0,0,0,26.98,16.86,8.15,2.84,1,0
2333,16,0,0,0,24.62,14.02,10.42,2.21,2,0
2334,119,0,0,0,16.8,12.49,8.58,2.7,3,0
2335,124,1,0,0,26.83,17.27,7.59,2.7,3,1
2336,122,0,1,37,27.71,26.59,9.0,3.13,1,0
2337,139,0,0,0,30.87,28.53,6.74,2.24,4,0
2338,67,0,0,0,21.93,15.98,10.58,3.02,2,0
2339,84,0,0,0,14.62,22.16,4.44,2.4,1,0
2340,101,0,1,17,32.96,16.13,8.83,3.4,0,0
2341,40,0,0,0,18.6,20.8,12.46,1.92,0,0
2342,61,0,0,0,32.11,13.06,9.6,2.75,2,0
2343,120,1,0,0,30.58,14.45,8.58,3.73,1,1
2344,95,0,0,0,31.18,23.91,4.73,2.21,1,0
2346,114,0,0,0,28.76,12.74,8.86,1.24,2,0
2347,68,1,1,29,33.24,14.59,9.18,3.65,1,1
2348,149,0,1,20,44.95,18.67,9.02,3.05,2,0
2349,22,0,0,0,35.31,17.9,10.72,2.59,0,0
2350,176,0,0,0,28.82,9.6,2.55,2.35,0,0
2351,152,0,0,0,24.06,22.36,9.32,0.92,2,0
2352,118,0,0,0,26.32,20.74,7.18,3.46,0,0
2353,101,1,0,0,22.7,18.67,9.45,3.16,1,0
2354,102,0,0,0,46.44,17.94,9.17,3.54,2,1
2355,118,0,0,0,38.18,19.2,12.11,3.38,2,0
2356,105,0,0,0,46.55,24.62,12.11,1.57,2,1
2357,153,0,0,0,27.12,23.42,7.95,2.73,1,1
2358,71,0,0,0,17.68,16.75,4.95,3.94,0,0
2359,71,0,1,31,19.62,18.48,10.8,3.54,1,0
2360,68,0,0,0,37.76,16.95,7.31,2.54,2,0
2361,66,0,0,0,19.79,8.13,8.17,2.84,3,0
